lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value
ENSG00000264964	ENSG00000139546	-0.5371578	0.01203886	0.1629987	0.04854164
ENSG00000229839	ENSG00000139546	-0.3847485	0.08503437	-0.06140876	0.4599778
ENSG00000231889	ENSG00000139546	0.3200483	0.1572556	0.08397674	0.3118922
ENSG00000248932	ENSG00000139546	0.2102558	0.3602972	0.03552305	0.6692685
ENSG00000272368	ENSG00000139546	0.4436776	0.04393842	0.2268993	0.005715638
ENSG00000245910	ENSG00000139546	0.4663982	0.03307031	0.2969141	0.0002603417
ENSG00000258057	ENSG00000139546	0.5860618	0.005239972	0.1813927	0.02789434
ENSG00000260853	ENSG00000139546	-0.01014153	0.9651998	0.2361362	0.003984405
ENSG00000246662	ENSG00000139546	0.06140505	0.7914626	0.03165132	0.7035215
ENSG00000233862	ENSG00000139546	0.4401912	0.04582576	0.02635917	0.7513083
ENSG00000179523	ENSG00000139546	0.4570852	0.03723536	0.1603987	0.05229303
ENSG00000203279	ENSG00000139546	0.3773991	0.09168194	-0.06463431	0.4367028
ENSG00000255867	ENSG00000139546	0.2347978	0.3055961	0.1556554	0.05975434
ENSG00000259826	ENSG00000139546	0.4455805	0.04293401	0.2648166	0.001189482
ENSG00000257740	ENSG00000139546	0.6444313	0.001614241	0.349649	1.419009e-05
ENSG00000257913	ENSG00000139546	0.7250088	0.000200646	0.2232327	0.006571123
ENSG00000250220	ENSG00000139546	0.4714076	0.0309866	0.1520161	0.06605343
ENSG00000228862	ENSG00000139546	0.3363302	0.1360382	0.02578656	0.7565397
ENSG00000255435	ENSG00000139546	0.2480299	0.278334	-0.003384464	0.9675476
ENSG00000260257	ENSG00000139546	0.6864256	0.0005898995	0.2789645	0.0006225953
ENSG00000261302	ENSG00000139546	0.1648033	0.4752995	0.1388328	0.09353858
ENSG00000255857	ENSG00000139546	0.6061094	0.003586126	0.3521275	1.221069e-05
ENSG00000233858	ENSG00000139546	-0.2941989	0.1954895	0.1103536	0.1833165
ENSG00000250131	ENSG00000139546	0.3908076	0.07982871	-0.04718203	0.5703851
ENSG00000260083	ENSG00000139546	0.1480874	0.521773	0.2607011	0.001426746
ENSG00000257303	ENSG00000139546	0.7583793	6.777828e-05	0.3922543	8.941386e-07
ENSG00000233452	ENSG00000139546	0.1632379	0.4795607	0.2164665	0.008453196
ENSG00000260260	ENSG00000139546	0.1423259	0.5382723	0.1164697	0.1600656
ENSG00000234160	ENSG00000139546	0.2516493	0.2711507	0.1171527	0.1576127
ENSG00000253477	ENSG00000139546	0.6765911	0.0007573152	-0.06256634	0.4515469
ENSG00000249835	ENSG00000139546	-0.4823519	0.02679378	0.05751829	0.4889423
ENSG00000226440	ENSG00000139546	-0.003398159	0.9883363	0.2368351	0.003874951
ENSG00000260464	ENSG00000120948	0.0124736	0.9572038	0.1946359	0.01816058
ENSG00000245573	ENSG00000120948	0.1377897	0.5514293	0.294777	0.0002896962
ENSG00000268388	ENSG00000101849	-0.1261152	0.5859415	0.1558732	0.05939351
ENSG00000251562	ENSG00000165929	-0.0722128	0.7557523	0.09636978	0.2455802
ENSG00000251562	ENSG00000171703	0.04257631	0.8546062	0.3016899	0.0002044323
ENSG00000245694	ENSG00000171703	-0.5084445	0.01859602	0.06825768	0.4113763
ENSG00000268388	ENSG00000171703	-0.1249456	0.589449	0.01669256	0.8409545
ENSG00000245532	ENSG00000171703	-0.5662165	0.00745502	0.1834732	0.02612009
ENSG00000245694	ENSG00000204219	0.2386493	0.2974988	0.2943974	0.0002952199
ENSG00000268388	ENSG00000204219	0.4162134	0.06055568	-0.01591729	0.8482502
ENSG00000251562	ENSG00000204219	-0.3573618	0.1117455	-0.1462894	0.07705299
ENSG00000251562	ENSG00000172465	0.2593845	0.2561942	0.1856417	0.02437435
ENSG00000268388	ENSG00000172465	-0.0363701	0.8756277	0.3421665	2.216424e-05
ENSG00000253738	ENSG00000140262	-0.02241444	0.9231728	0.5675738	6.578408e-14
ENSG00000182165	ENSG00000140262	-0.5165562	0.01650658	-0.1487716	0.07211636
ENSG00000226950	ENSG00000140262	-0.6028019	0.003824127	-0.1370527	0.0978614
ENSG00000233429	ENSG00000140262	0.6128833	0.003137069	0.08199042	0.3235162
ENSG00000247400	ENSG00000140262	-0.3317155	0.141833	0.0773572	0.3517005
ENSG00000238197	ENSG00000140262	-0.3309089	0.1428635	0.1889291	0.02191902
ENSG00000264575	ENSG00000140262	-0.4787259	0.02812983	0.142542	0.08501838
ENSG00000197989	ENSG00000140262	0.06884331	0.7668379	-0.2866915	0.0004307796
ENSG00000235823	ENSG00000140262	-0.559949	0.008296496	-0.03068759	0.7121442
ENSG00000227354	ENSG00000140262	-0.505502	0.01940444	0.2158075	0.008659832
ENSG00000245910	ENSG00000140262	-0.3076506	0.1748827	-0.003732664	0.964211
ENSG00000255198	ENSG00000140262	-0.324776	0.1508716	-0.2960207	0.0002722599
ENSG00000175611	ENSG00000140262	-0.2642904	0.2469865	0.1224315	0.1395967
ENSG00000177640	ENSG00000140262	-0.4482017	0.04157971	0.3503808	1.357621e-05
ENSG00000225077	ENSG00000148737	0.255876	0.2629115	0.003360268	0.9677795
ENSG00000226950	ENSG00000148737	-0.6083509	0.003431953	-0.06741744	0.4171712
ENSG00000178977	ENSG00000148737	-0.1975474	0.3907002	-0.1807094	0.02849912
ENSG00000254389	ENSG00000148737	-0.08094954	0.7272277	0.04560463	0.5833541
ENSG00000225470	ENSG00000148737	-0.2159093	0.3472238	0.2541531	0.001894398
ENSG00000247400	ENSG00000148737	-0.4672946	0.03268958	0.1179524	0.1547766
ENSG00000215374	ENSG00000148737	-0.3580949	0.1109597	0.1733225	0.03578157
ENSG00000255198	ENSG00000148737	-0.4529353	0.03921837	-0.3701004	3.953127e-06
ENSG00000176124	ENSG00000148737	0.6763033	0.0007627667	0.542889	1.215696e-12
ENSG00000236953	ENSG00000148737	0.2277999	0.3206483	0.3091122	0.0001392369
ENSG00000177410	ENSG00000148737	-0.09924398	0.6686482	0.2021548	0.01406966
ENSG00000230641	ENSG00000148737	-0.3393172	0.1323779	-0.03341215	0.6878645
ENSG00000233016	ENSG00000148737	-0.6443365	0.001617641	0.1039268	0.2103207
ENSG00000234741	ENSG00000148737	0.5358532	0.01228889	0.3257787	5.660214e-05
ENSG00000230590	ENSG00000148737	-0.01801995	0.9382042	0.2934012	0.0003101864
ENSG00000215417	ENSG00000148737	0.382304	0.08720442	0.2101477	0.01062644
ENSG00000251562	ENSG00000148737	0.07071869	0.7606623	0.2399418	0.003420387
ENSG00000240990	ENSG00000148737	-0.415644	0.06094455	0.2497478	0.002283271
ENSG00000224843	ENSG00000148737	-0.674125	0.0008051243	-0.07418795	0.3718391
ENSG00000177640	ENSG00000148737	-0.5224779	0.01510418	0.4164495	1.550994e-07
ENSG00000222041	ENSG00000148737	0.2033057	0.3767514	-0.1531791	0.06398416
ENSG00000247092	ENSG00000148737	-0.4528617	0.03925427	0.07165279	0.3884472
ENSG00000228022	ENSG00000148737	0.09033764	0.6969598	0.1469397	0.07573407
ENSG00000186615	ENSG00000148737	-0.3234363	0.152662	0.01784185	0.830164
ENSG00000253738	ENSG00000148737	-0.3206232	0.1564694	0.2822925	0.0005319578
ENSG00000224157	ENSG00000148737	-0.4866572	0.02527329	-0.01325691	0.8733803
ENSG00000225383	ENSG00000148737	-0.2597438	0.2555125	-0.171078	0.03828385
ENSG00000229325	ENSG00000148737	-0.1855164	0.4207555	0.2200834	0.007394971
ENSG00000214851	ENSG00000148737	-0.3200879	0.1572014	-0.185355	0.02459922
ENSG00000175611	ENSG00000148737	-0.5516525	0.009528738	-0.09001382	0.278256
ENSG00000225783	ENSG00000148737	-0.2152934	0.3486345	-0.1545417	0.06162744
ENSG00000223806	ENSG00000148737	0.2154767	0.3482142	0.06592545	0.4275776
ENSG00000204625	ENSG00000148737	-0.2469663	0.2804671	0.2317632	0.004734643
ENSG00000231074	ENSG00000148737	-0.04590067	0.843384	0.2522274	0.002056307
ENSG00000258655	ENSG00000148737	-0.3741753	0.09471574	0.4867984	4.057573e-10
ENSG00000270604	ENSG00000148737	-0.3814691	0.0879549	-0.162981	0.04856631
ENSG00000245532	ENSG00000148737	0.6569509	0.001214779	0.3255052	5.746924e-05
ENSG00000245910	ENSG00000148737	-0.2210894	0.3354923	0.1621404	0.04975444
ENSG00000249859	ENSG00000148737	0.4237611	0.05557713	0.1885125	0.02221791
ENSG00000233532	ENSG00000148737	0.5778044	0.006083986	-0.07781931	0.3488223
ENSG00000183535	ENSG00000148737	-0.3801189	0.0891787	0.07035285	0.3971339
ENSG00000227848	ENSG00000148737	-0.325577	0.1498082	-0.03929844	0.6365104
ENSG00000227354	ENSG00000148737	-0.6637882	0.001034453	-0.2080556	0.01144727
ENSG00000196668	ENSG00000148737	0.0811959	0.7264282	-0.1762065	0.0327703
ENSG00000228223	ENSG00000148737	0.1235246	0.5937226	-0.05582321	0.5018597
ENSG00000203875	ENSG00000148737	0.02488007	0.9147498	-0.04472693	0.5906288
ENSG00000233354	ENSG00000148737	-0.3101108	0.1712816	-0.2961322	0.0002707457
ENSG00000225855	ENSG00000148737	0.456747	0.03739396	0.358904	8.045127e-06
ENSG00000179935	ENSG00000148737	-0.4029887	0.07008749	-0.1516089	0.06679073
ENSG00000243766	ENSG00000148737	-0.5747116	0.006427682	0.3689474	4.258487e-06
ENSG00000226051	ENSG00000148737	-0.147723	0.5228094	-0.07231245	0.3840833
ENSG00000229152	ENSG00000148737	0.8372198	2.214657e-06	0.3893011	1.097006e-06
ENSG00000198468	ENSG00000148737	-0.4141728	0.06195816	-0.03235593	0.6972408
ENSG00000256650	ENSG00000148737	0.007733491	0.9734596	0.08975495	0.2796461
ENSG00000130600	ENSG00000148737	-0.1064326	0.6461062	-0.1753737	0.03361696
ENSG00000244349	ENSG00000148737	-0.1281543	0.5798476	0.2988412	0.0002362621
ENSG00000261105	ENSG00000148737	0.2701666	0.2362416	0.1558354	0.05945607
ENSG00000238197	ENSG00000148737	-0.5567137	0.008760453	-0.053352	0.5210071
ENSG00000229847	ENSG00000148737	0.1592327	0.4905507	-0.1823581	0.0270587
ENSG00000197989	ENSG00000148737	0.3879349	0.08226628	0.1867119	0.02355033
ENSG00000198221	ENSG00000148737	0.1382481	0.5500932	0.2237924	0.006433582
ENSG00000180769	ENSG00000148737	-0.6438076	0.001636734	-0.05034594	0.5447901
ENSG00000241313	ENSG00000148737	0.3403836	0.1310883	0.06518002	0.4328325
ENSG00000232860	ENSG00000148737	-0.02730522	0.9064737	0.4485257	1.217347e-08
ENSG00000235823	ENSG00000148737	-0.6184578	0.002803708	0.1601697	0.05263464
ENSG00000218510	ENSG00000148737	-0.3374815	0.134619	-0.137635	0.09643036
ENSG00000247095	ENSG00000148737	0.5749524	0.00640036	0.2266654	0.005767088
ENSG00000234608	ENSG00000148737	-0.2045971	0.3736623	0.262014	0.001346738
ENSG00000224965	ENSG00000148737	-0.4919147	0.02351028	0.1606742	0.05188455
ENSG00000240498	ENSG00000148737	0.5077356	0.01878826	0.0676189	0.4157774
ENSG00000174365	ENSG00000148737	-0.4239573	0.055452	0.2224541	0.006766808
ENSG00000235890	ENSG00000148737	-0.4340641	0.04929388	-0.1674831	0.0425975
ENSG00000242242	ENSG00000148737	-0.5014907	0.02055162	0.009263188	0.9113358
ENSG00000223392	ENSG00000148737	0.3566773	0.1124827	0.1792176	0.02985835
ENSG00000255717	ENSG00000148737	0.3198973	0.1574625	0.2575188	0.001638987
ENSG00000268388	ENSG00000148737	-0.04219295	0.8559021	0.01780875	0.8304743
ENSG00000231607	ENSG00000148737	-0.2858574	0.2090569	0.2141621	0.009195352
ENSG00000245694	ENSG00000148737	0.782232	2.794441e-05	0.5443959	1.024335e-12
ENSG00000254417	ENSG00000148737	0.2007425	0.3829253	0.2058476	0.01237344
ENSG00000233429	ENSG00000148737	0.2763406	0.2252842	0.1083036	0.1916389
ENSG00000231728	ENSG00000148737	0.3581932	0.1108546	0.02679424	0.747341
ENSG00000251191	ENSG00000148737	-0.2657998	0.2441969	-0.04656164	0.5754696
ENSG00000245532	ENSG00000110719	0.6114493	0.003227981	0.4605059	4.389685e-09
ENSG00000268388	ENSG00000145022	0.05664547	0.8073218	0.02811949	0.7352976
ENSG00000251562	ENSG00000135605	0.01781352	0.9389108	0.3230183	6.594321e-05
ENSG00000245694	ENSG00000167074	-0.3713372	0.09744716	-0.1057231	0.2025016
ENSG00000268388	ENSG00000166848	-0.1834691	0.4259908	0.02066825	0.8037658
ENSG00000264575	ENSG00000137203	-0.5610427	0.008144297	-0.07675861	0.3554509
ENSG00000245910	ENSG00000137203	0.1365379	0.5550856	0.1440577	0.08172075
ENSG00000177640	ENSG00000137203	-0.5831898	0.005521766	-0.04757993	0.5671353
ENSG00000238197	ENSG00000137203	-0.4771208	0.02873781	-0.06203975	0.4553714
ENSG00000235823	ENSG00000137203	-0.5123219	0.01757229	0.266694	0.00109373
ENSG00000268388	ENSG00000186340	-0.09729681	0.6748026	-0.003711705	0.9644118
ENSG00000268388	ENSG00000172009	-0.1541563	0.5046562	0.02877405	0.7293725
ENSG00000245694	ENSG00000172009	-0.4223715	0.05646933	0.1239709	0.1346502
ENSG00000261799	ENSG00000116001	0.1849578	0.4221805	0.05228371	0.5293981
ENSG00000175061	ENSG00000116001	0.4681716	0.03232044	0.04256837	0.6086929
ENSG00000260464	ENSG00000116001	0.3455411	0.1249772	0.2236941	0.006457538
ENSG00000261098	ENSG00000116001	0.243794	0.2868901	0.471265	1.697428e-09
ENSG00000263731	ENSG00000116001	-0.3344058	0.1384339	0.190024	0.02115001
ENSG00000179743	ENSG00000116001	0.3253857	0.1500618	0.3289562	4.7389e-05
ENSG00000260329	ENSG00000116001	-0.1431681	0.5358454	0.04364805	0.599627
ENSG00000269893	ENSG00000116001	-0.152593	0.509039	-0.02941057	0.7236262
ENSG00000263753	ENSG00000116001	0.4539439	0.03872901	0.3292649	4.657308e-05
ENSG00000228549	ENSG00000116001	0.3376685	0.1343894	-0.1338662	0.1059927
ENSG00000226950	ENSG00000116001	0.1329954	0.5654907	-0.1113346	0.1794291
ENSG00000245910	ENSG00000116001	-0.2445256	0.2854009	0.0258702	0.7557749
ENSG00000175061	ENSG00000116001	0.4681716	0.03232044	0.04256837	0.6086929
ENSG00000260260	ENSG00000116001	0.6997116	0.0004145406	-0.02969165	0.7210936
ENSG00000250988	ENSG00000116001	0.5438452	0.01082125	0.1958455	0.01743997
ENSG00000244879	ENSG00000116001	0.7075362	0.0003338317	0.4224814	9.804587e-08
ENSG00000231889	ENSG00000116001	0.3929207	0.07807028	0.4217237	1.03912e-07
ENSG00000235381	ENSG00000151923	0.4584426	0.03660403	0.3830351	1.681891e-06
ENSG00000260464	ENSG00000151923	0.2048287	0.3731098	0.2698174	0.0009499294
ENSG00000197989	ENSG00000151923	0.1883569	0.4135497	0.4611233	4.160427e-09
ENSG00000235823	ENSG00000151923	-0.2502474	0.2739191	0.3731337	3.245858e-06
ENSG00000234327	ENSG00000151923	-0.06194213	0.7896778	-0.02835728	0.7331433
ENSG00000175061	ENSG00000151923	0.5065093	0.01912459	0.2841109	0.0004877356
ENSG00000267080	ENSG00000151923	-0.1350295	0.5595054	0.3578479	8.591059e-06
ENSG00000253982	ENSG00000151923	-0.4808819	0.02732924	0.2645131	0.001205664
ENSG00000175061	ENSG00000151923	0.5065093	0.01912459	0.2841109	0.0004877356
ENSG00000236901	ENSG00000151923	0.6500795	0.001422124	0.269194	0.0009771653
ENSG00000228549	ENSG00000151923	0.2177474	0.3430338	-0.1505745	0.06869406
ENSG00000255031	ENSG00000151923	0.1099863	0.6350705	0.3121646	0.0001185408
ENSG00000249249	ENSG00000151923	0.02286006	0.9216499	0.2475248	0.0025058
ENSG00000263753	ENSG00000151923	0.3749331	0.09399608	0.3262392	5.517005e-05
ENSG00000267100	ENSG00000151923	-0.04142971	0.8584832	0.2565369	0.001710049
ENSG00000261098	ENSG00000151923	0.2963644	0.1920665	0.4895358	3.129522e-10
ENSG00000269609	ENSG00000151923	0.4954367	0.02238507	0.3638164	5.90967e-06
ENSG00000230513	ENSG00000151923	0.1397114	0.5458377	0.133128	0.10795
ENSG00000261840	ENSG00000151923	0.6191093	0.002766759	0.2474124	0.002517561
ENSG00000263731	ENSG00000151923	-0.3762865	0.09272078	0.1054376	0.2037304
ENSG00000233429	ENSG00000151923	0.2825387	0.2146248	0.39012	1.036744e-06
ENSG00000226950	ENSG00000151923	0.09502364	0.6820127	0.006630592	0.9364709
ENSG00000257167	ENSG00000151923	0.1716271	0.4569482	0.2744624	0.0007678977
ENSG00000260260	ENSG00000151923	0.6230453	0.002552104	0.07798066	0.3478208
ENSG00000260329	ENSG00000151923	-0.1524751	0.5093703	-0.005346116	0.948759
ENSG00000253738	ENSG00000151923	0.4303344	0.05150181	0.4598045	4.664872e-09
ENSG00000250988	ENSG00000151923	0.4506865	0.0403268	0.3357429	3.221112e-05
ENSG00000259891	ENSG00000151923	0.3237988	0.1521761	0.4205989	1.132427e-07
ENSG00000244879	ENSG00000151923	0.6127059	0.003148199	0.4125717	2.073081e-07
ENSG00000254166	ENSG00000151923	0.1405412	0.5434314	0.07892865	0.3419735
ENSG00000261799	ENSG00000151923	0.1291695	0.576824	0.05452548	0.5118685
ENSG00000235823	ENSG00000151923	-0.2502474	0.2739191	0.3731337	3.245858e-06
ENSG00000179523	ENSG00000151923	0.3513176	0.1183779	0.5437217	1.10603e-12
ENSG00000253476	ENSG00000151923	0.2883026	0.2050167	0.4796241	7.928459e-10
ENSG00000253738	ENSG00000151923	0.4303344	0.05150181	0.4598045	4.664872e-09
ENSG00000257303	ENSG00000151923	-0.08497397	0.7142017	0.3817776	1.830546e-06
ENSG00000245910	ENSG00000151923	-0.06678839	0.7736202	0.3447631	1.901102e-05
ENSG00000258441	ENSG00000151923	-0.2991144	0.1877785	0.2643362	0.001215184
ENSG00000255135	ENSG00000151923	0.4015131	0.07121736	0.1121396	0.1762847
ENSG00000245532	ENSG00000179886	-0.4501948	0.04057237	0.04384413	0.597987
ENSG00000245532	ENSG00000099800	-0.3713298	0.09745444	0.01991269	0.8108022
ENSG00000245532	ENSG00000177370	-0.5119034	0.01768056	-0.1807129	0.02849599
ENSG00000268388	ENSG00000177370	0.06106669	0.7925874	0.07121337	0.3913707
ENSG00000245532	ENSG00000075131	-0.1506179	0.5146026	-0.06362328	0.443925
ENSG00000268388	ENSG00000075131	0.1130044	0.6257561	-0.04276679	0.6070222
ENSG00000251562	ENSG00000135926	-0.05287643	0.8199327	0.01909325	0.8184508
ENSG00000268388	ENSG00000141524	-0.08363419	0.7185299	-0.1126992	0.1741228
ENSG00000251562	ENSG00000162542	-0.1291539	0.5768705	0.1705618	0.0388797
ENSG00000268388	ENSG00000162542	0.1130406	0.6256447	-0.01416131	0.8648217
ENSG00000245694	ENSG00000162542	0.3195891	0.1578855	0.3561466	9.544804e-06
ENSG00000268388	ENSG00000184988	0.1446656	0.531543	-0.009141844	0.9124926
ENSG00000245532	ENSG00000189077	0.04912828	0.8325162	0.2868133	0.0004282494
ENSG00000251562	ENSG00000189077	-0.3769328	0.09211625	0.1467918	0.07603229
ENSG00000268388	ENSG00000152558	-0.02013516	0.9309663	-0.05122328	0.5377941
ENSG00000268388	ENSG00000167619	0.04748988	0.8380294	-0.03189009	0.7013909
ENSG00000245532	ENSG00000188760	-0.3339154	0.1390492	0.05854013	0.4812419
ENSG00000245532	ENSG00000105518	-0.3537791	0.1156435	0.07586138	0.3611188
ENSG00000268388	ENSG00000134490	-0.07980536	0.7309445	-0.06302406	0.4482371
ENSG00000268388	ENSG00000165685	-0.237789	0.299296	-0.003184123	0.9694677
ENSG00000245694	ENSG00000165685	0.118407	0.6092195	-0.1443885	0.0810148
ENSG00000268388	ENSG00000105696	0.05543805	0.8113569	0.06671431	0.4220569
ENSG00000251562	ENSG00000196187	-0.03012316	0.8968688	0.2034715	0.01344288
ENSG00000268388	ENSG00000137103	-0.02037107	0.9301593	0.1776442	0.0313512
ENSG00000251562	ENSG00000167105	-0.09768218	0.673583	0.02945025	0.7232685
ENSG00000245532	ENSG00000167105	0.5021496	0.02035955	0.2754935	0.0007321076
ENSG00000245694	ENSG00000109084	0.2982651	0.1890958	-0.1267071	0.1261907
ENSG00000245694	ENSG00000136842	-0.5366724	0.01213139	-0.3103284	0.0001306166
ENSG00000245532	ENSG00000184012	0.5971391	0.004262143	0.1454777	0.07872518
ENSG00000251562	ENSG00000184012	-0.2144957	0.3504664	-0.0577011	0.4875599
ENSG00000245694	ENSG00000185215	0.3016366	0.183903	0.2329486	0.004519682
ENSG00000268388	ENSG00000104689	0.02408961	0.9174492	-0.07717148	0.3528614
ENSG00000251562	ENSG00000104689	0.07931798	0.7325295	0.2403053	0.003370477
ENSG00000245532	ENSG00000120889	0.552585	0.009383197	0.5453156	9.222771e-13
ENSG00000253552	ENSG00000121858	0.2383168	0.2981926	-0.03793976	0.6482227
ENSG00000251562	ENSG00000117586	0.0774761	0.7385289	0.09366524	0.2591431
ENSG00000245694	ENSG00000145901	0.2308762	0.3139775	0.14913	0.0714253
ENSG00000251562	ENSG00000145901	-0.1972134	0.391518	0.2450658	0.002774685
ENSG00000245532	ENSG00000105576	-0.3506488	0.119129	0.08332359	0.315684
ENSG00000245694	ENSG00000116147	-0.3656326	0.1031115	-0.2629506	0.001292191
ENSG00000260464	ENSG00000090905	0.5297516	0.01351497	0.5626098	1.205888e-13
ENSG00000175061	ENSG00000090905	0.07893483	0.7337763	0.06332999	0.4460326
ENSG00000245910	ENSG00000090905	-0.2119024	0.3564605	-0.05928102	0.4756997
ENSG00000224032	ENSG00000090905	-0.1245302	0.5906971	0.07513986	0.3657173
ENSG00000260464	ENSG00000100354	0.3274663	0.1473209	0.4017132	4.582587e-07
ENSG00000260257	ENSG00000100354	0.4341572	0.04923969	-0.0226326	0.7855467
ENSG00000260464	ENSG00000078687	0.5387971	0.01173054	0.5780986	1.75924e-14
ENSG00000245910	ENSG00000078687	-0.0936615	0.6863461	-0.1074009	0.1953897
ENSG00000268388	ENSG00000078902	-0.08102783	0.7269736	0.05041597	0.5442301
ENSG00000251562	ENSG00000175662	0.2598249	0.2553588	0.1364361	0.09939522
ENSG00000251562	ENSG00000198846	0.1819458	0.4299089	0.04762977	0.5667289
ENSG00000245694	ENSG00000198846	-0.3748305	0.09409327	-0.03322285	0.6895416
ENSG00000182165	ENSG00000141510	-0.6604134	0.001120394	0.02063185	0.8041044
ENSG00000245532	ENSG00000171368	-0.2917695	0.1993781	-0.01484467	0.8583653
ENSG00000245694	ENSG00000159713	-0.2219112	0.3336529	-0.1023723	0.2172602
ENSG00000245694	ENSG00000169902	-0.4512572	0.0400432	-0.2511438	0.002152848
ENSG00000245694	ENSG00000124731	0.2156376	0.3478456	-0.1174878	0.1564196
ENSG00000268388	ENSG00000124731	-0.1315604	0.5697299	-0.009318719	0.9108065
ENSG00000251562	ENSG00000221926	-0.1252571	0.588514	0.07764584	0.349901
ENSG00000251562	ENSG00000204599	0.2664095	0.2430761	0.3196353	7.93603e-05
ENSG00000245532	ENSG00000087077	0.2839811	0.212193	0.4343417	3.874973e-08
